sale_post_id,brand_id,model_id,version_id,title,description,price,year,odo,location,status
4284,15.0,58.0,175.0,Ford Explorer Limited 2.3L EcoBoost - 2019,"Ford Explorer Limited 2.3L EcoBoost 2019 màu đỏ. Odo 8 vạn km. Xe đẹp xuất sắc. Máy móc nguyên bản, ko thuỷ kích ngập nước!

- Hỗ trợ bank 60% giá trị xe.

Bên em cam kết xe máy móc nguyên bản ko ngập nước thuỷ kích. Sai cam kết bên em hoàn trả tiền cho khách hàng.",1090000000,2019,80000,"Số 5 Nguyễn Khánh Toàn, P. Quan Hoa, Q. Cầu Giấy Hà Nội 
														Website: auto6666.bonbanh.com",active
4285,47.0,276.0,1111.0,Toyota Innova 2.0E - 2017,Cần bán xe inova dk 2017 2.0E xe đi gia đình giữ gìn cẩn thận bảo dưỡng đầy đủ theo tiêu chuẩn chính hãng lh chính chủ trong giờ hành chính,275000000,2017,80963,Mỹ Đình - Từ Liêm Hà Nội,active
4286,24.0,119.0,460.0,Kia Cerato 1.6 AT Luxury - 2021,"Mới về Kia Cerato bản 1.6At Luxury Sx năm 2021, odo chạy 5 vạn km, xe đẹp ko lỗi, zin đét cae xe

Cam kết không đâm đụng, không ngập nước

Liên hệ để xem xe.",495000000,2021,50000,"Hải An, Tĩnh Gia Thanh Hóa 
														Website: otocuonglan.bonbanh.com",active
4287,30.0,175.0,763.0,Mercedes Benz GLB 200 AMG - 2024,"Mer GLB200 đk2024

Xe đi 90km. Xe mới bày ở hãng như nào thì xe này giống hệt.

Đi 90km. Mà tiết kiệm gần 400km so với xe mới

Liên hệ để mua xe",1636000000,2024,90,Minh Khai - Quận Hai Ba Trung Hà Nội,active
4288,30.0,176.0,765.0,Mercedes Benz GLC 200 - 2022,"GLC 200 2022 trắng, odo Zin 4v, cam kết không tua, ko đâm đụng ngập nước,...

Xe 1 chủ, gốc Hà Nội, Lịch sử bảo dưỡng đầy đủ

Xem xe tại 126 Khuất Duy Tiến, Hà Nội",1489000000,2022,40000,"126, Khuất Duy Tiến, P. Nhân Chính, Q. Thanh Xuân Hà Nội 
														Website: t-luxurycar.bonbanh.com",active
4289,30.0,172.0,736.0,Mercedes Benz E class E200 - 2018,"Mercedes E 200 2018


► Cam kết xe không đâm đụng, ngập nước

► Hỗ trợ trả góp tới 70% lãi suất ưu đãi

► Hỗ trợ vận chuyển xe tới mọi miền trên tổ quốc

► Hỗ trợ thủ tục sang tên đổi chủ


Liên hệ trực tiếp để có giá tốt nhất.",950000000,2018,0,"650 Nguyễn Văn Linh, Lê Chân Hải Phòng 
														Website: ototuthuy.bonbanh.com",active
4290,15.0,64.0,209.0,Ford Ranger XLS 2.2L 4x2 AT - 2020,"Auto Sông Sinh chào bán xls nhập khẩu sx 2020


 xe odo 7.2v km đẹp xuất xắc , đã lên màn androi 


 hỗ trợ bank 65% xe , giá yêu thương 


 salon bán xe cam kết xe ko lỗi ko đâm va tai nạn ngâp nước , keo chỉ máy zin !",550000000,2020,72000,"P. Yên Thanh, TP. Uông Bí Quảng Ninh 
														Website: otosongsinh.bonbanh.com",active
4291,47.0,267.0,1042.0,Toyota Camry 2.5Q - 2021,"Bán xe Toyota camry đời 2021 phiên bản 2.5Q màu ghi xe còn rất đẹp máy móc ngon chạy êm nhẹ xe ít hao xăng xe bảo đảm rin từ trong ra ngoài 

xem xe liên hệ trực tiếp cám ơn!",928000000,2021,45000,"75 Trần Văn Mười, Xuân Thới Thượng, H. Hóc môn TP HCM 
														Website: autoduapham.bonbanh.com",active
4292,20.0,99.0,360.0,Hyundai SantaFe CC 2.5L HTRAC - 2021,"Xe chủ cực giữ gìn nội thất mới như 2023 - lốp gần như còn mới, nội thất nỉ ko vết xước",1025000000,2021,62000,"Số 1, Nguyễn Văn Huyên, Cầu Giấy, Hà Nội Hà Nội 
														Website: tanphuclocauto.bonbanh.com",active
4293,20.0,94.0,332.0,Hyundai i10 Grand 1.2 AT - 2018,"Huyndai I10 2018 1.2 AT số tự động 

Edo 7 vạn, zin toàn xe

✓ 4 phanh đĩa abs cân bằng điện tử chống trơn trượt

✓Đèn bi led, màn hình Android, cam lùi, loa Sup đập tức ngự

Nội thất như mới, 2 khóa theo xe

LH

Địa chỉ: ngã tư Phố Nối A, Hưng Yên.",335000000,2018,70000,"Trạm thu phí số 1  - Ql5- H. Văn Lâm Hưng Yên 
														Website: chootoso1hungyen.bonbanh.com",active
4294,47.0,292.0,1178.0,Toyota Vios G 1.5 CVT - 2022,"Xe bản cao cấp nhất của dòng vios

Hộp số CVT 10 cấp

Ghế da lộn thể thao

Chế độ Sport 

Bảo hành toàn quốc 

Cam kết check test 176 hạng mục xe cũ Toyota",495000000,2022,100000,"QL1A, Xã Dĩnh Trì, Thành phố Bắc Giang Bắc Giang 
														Website: toyotabacgiangsure.bonbanh.com",active
4295,48.0,305.0,1219.0,VinFast VF9 Plus - 2023,"VF9 plus thuê pin tiên phong

- Đã nâng cấp lốp Hancook

- Film cách nhiệt

- Sàn da

Giá còn thương lượng

Xe cam kết check test toàn quốc",1095000000,2023,36000,"561 Đ. Nguyễn Văn Linh, TT. Sài Đồng, Long Biên Hà Nội 
														Website: daivietcar.bonbanh.com",active
4296,47.0,276.0,1111.0,Toyota Innova 2.0E - 2019,"Inova sản xuất 2019 đăng ký 2020

1 chủ từ mới, đi 12 vạn 8 km, xe đẹp ko lỗi. 

LH để biết thêm thông tin xe",468000000,2019,128000,"QL 6, Do Lộ, Yên Nghĩa, Hà Đông Hà Nội 
														Website: chootohadong.bonbanh.com",active
4297,30.0,169.0,726.0,Mercedes Benz C class C300 AMG - 2013,"MERCEDES C300 AMG 

Sản xuất : 2013

Lăn bánh : 80K miles

Xe cá nhân đứng tên sử dụng , chất xe trong ngoài nội thất còn rất mới , phiên bản Plus giới hạn : ghế da lộn , cửa sổ trời toàn cảnh , dây belt đỏ , camera de , mâm thể thao .... chủ xe đã làm full bảo dưỡng , khung gầm đầm chắc , máy cực mạnh , bao check",378000000,2013,129000,"115 Lê Văn Sỹ , P11, Q Phú Nhuận TP HCM",active
4298,20.0,90.0,310.0,Hyundai Elantra Sport 1.6 AT - 2021,"HYUNDAI ELANTRA 1.6 TURBO sx 2021 tên tư nhân chính chủ ( hồ sơ cầm tay )


Bản 1.6 TURBO cao cấp nhất được trang bị : chìa khoá thông minh , bấm nổ, điều hoà tự động , cửa nóc , đèn và gạt mưa auto , 7 túi khí, lẫy chuyển số vô lăng, sưởi và mát ghế, ghế điện, 4 chế độ lái thông minh...


Xe chạy 3,2v km ( lốp theo xe cả dàn dầy bịch )

Xe đẹp xuất sắc , bao check test

Cam kết không đâm đụng , không ngập nước, máy nguyên bản


Hỗ trợ bank 70% giá trị xe",520000000,2021,32000,"116 Nguyễn Văn Cừ, Long Biên Hà Nội 
														Website: gianguyenauto.bonbanh.com",active
4299,15.0,64.0,206.0,Ford Ranger XLS 2.0L 4x2 AT - 2022,"HÀNG MỚI VỀ 

✓ FORD RANGER XLS AT sx và đki t10-2022 tên tư nhân mua mới từ đầu.Xe chạy 4,6 vạn km.Lốp theo xe cùng đời.Sơn zin 95%.Chủ đi giữ gìn mới như trong hãng 

✓ Quý khách quan tâm Lh ạ..


———————————————————

 :

 Số 51 - Khu 1 Quán Rùa - Sơn Vi, Lâm Thao, Phú Thọ",635000000,2022,46000,"Số 51 Khu 1, Xã Sơn Vi, Huyện Lâm Thao Phú Thọ 
														Website: salonotohuyhoang.bonbanh.com",active
4300,24.0,134.0,563.0,Kia Sorento Signature 2.5 AT AWD - 2020,"- Check test toàn quốc theo yêu cầu

- Cam kết xe không đâm đụng, không ngập nước, máy số nguyên bản

- Pháp lý rõ ràng, sang tên nhanh gọn

- Hỗ trợ giao xe toàn quốc

- Hỗ trợ bank lên đến 70% giá trị xe",800000000,2020,64000,"686 Nguyễn Văn Cừ, Long Biên Hà Nội 
								 Xem gian hàng  ⇨",active
4301,24.0,118.0,456.0,Kia Carnival Signature 2.2D - 2022,"Carnival sig sx22 đk23 chạy 7v full ls hãng 

 • • • • • • • • • • • 

✓ Cam kết không đâm đụng, không ngập nước

✓ Hỗ trợ 70% giá trị xe 

✓ Bao check mọi nơi, giao xe toàn quốc",1250000000,2022,70000,160 nguyễn văn cừ - long biên - hà nội Hà Nội,active
4302,47.0,272.0,1078.0,Toyota Fortuner 2.5G - 2011,"Bán xe fotune sx 2011 xe cực chất , keo chỉ nguyên zin , máy số nguyên zin ae quan tâm xin gọi dt để coi xe giá có thương lượng cho ae thiện chí",395000000,2011,180,Phú Mỹ Bà Rịa Vũng Tàu,active
4303,47.0,272.0,1081.0,Toyota Fortuner 2.7V 4x2 AT - 2015,"Auto Sài Gòn Mới về

Toyota Fortuner 2015 , xe cá nhân biển HCM, máy xăng 2.7V 1 cầu

 Pháp lý : cá nhân

 Sản xuất: 2015

 Hộp số: Tự Động

 Màu: Trắng

 ODO: 76.000km 

- Giá: 470 triệu

 Auto Sài Gòn cần mua thêm nhiều xe. Anh chị giới thiệu giúp.

 Cam kết không đâm đụng, không ngập nước, không tua đồng hồ.

 ---

Địa chỉ: Lương Định Của, P An Khánh, Tp. Thủ Đức, HCM",470000000,2015,76000,"52 Lương Định Của, P An Khánh, Thủ Đức (Q.2) TP HCM",active
4304,35.0,223.0,950.0,Peugeot 2008 GT Line 1.2 AT - 2021,"Peugeot 2008 1.2 GT Line SX 2021 

bảo dưỡng định kỳ full lịch sử hãng

Xe mới xuất sắc miễn bàn về chất

Tư nhân giữ zìn 1 chủ mua từ mới

ghế điện, màn hình, phanh tay điện tử

============ ===========

 Auto Anh Tuấn Cam kết

Cam kết bằng văn bản, 

Đảm bảo an ninh tốt, ko cầm cố ko chanh chấp

Máy nguyên bản, thân vỏ ko tai nạn, ngập nước

Xe cửa hàng bán ra cam kết lỗi hoàn đủ tiền

Bảo hành 1 năm tại auto anh tuấn

Bao test hãng hoặc kiểm tra tại gara quý khách chỉ định",630000000,2021,0,"Số 1 Sa Đôi (Gần UBND P. Đại Mỗ), Nam Từ Liêm Hà Nội 
														Website: autoanhtuan.bonbanh.com",active
4305,19.0,81.0,274.0,Honda Odyssey 2.4 AT - 2016,"- mới về SIÊU PHẨM

HONDA ODYSSEY 2.4l - nhập Nhật - cá nhân HCM 

 Sản xuất: 2016

 Hộp số: Tự Động

 Màu: Trắng

 ODO: 107.000km

Xe trang bị: Cam 360 cốp điện zin theo xe, HOD , film cách nhiệt

 Cam kết không đâm đụng, không ngập nước, không tua đồng hồ.

 ---",785000000,2016,107000,"52 Lương Định Của, P An Khánh, Thủ Đức (Q.2) TP HCM",active
4306,47.0,272.0,1086.0,Toyota Fortuner Legender 2.4L 4x2 AT - 2022,"Toyota Fortuner Legender Máy Dầu STĐ

CTY XUẤT HOÁ ĐƠN 900tr

Sản xuất 2022 tư nhân sử dụng từ đầu

odo 6,8V km, xuất sắc miễn bàn về chất

Cam kết nguyển bản 100%

bản Full: màn hình, camera, ghế điện

============ ===========

 Auto Anh Tuấn Cam kết

Cam kết bằng văn bản, 

an ninh tốt, ko cầm cố, ko thế chấp

Máy móc nguyên bản, thân vỏ chưa tai nạn

Xe cửa hàng bán ra cam kết lỗi hoàn đủ tiền

Bảo hành 12 tháng kể từ ngày bàn giao

Bao test hãng hoặc kiểm tra tại gara quý khách chỉ định",1050000000,2022,68000,"Số 1 Sa Đôi (Gần UBND P. Đại Mỗ), Nam Từ Liêm Hà Nội 
														Website: autoanhtuan.bonbanh.com",active
4307,47.0,290.0,1161.0,Toyota Veloz Cross 1.5 CVT - 2022,"Toyota Veloz cross CVT 1.5AT nhập khẩu

SX 2022 Tên cá nhân 1 chủ mua từ mới

Odo hơn 5V vạn km, lốp theo xe còn đẹp

chủ đi giữ zin mới như xe 3 vạn sơn zìn 95%

Cam kết km chuẩn ko tua, full lịch sử hãng

Bản full: màn hình camera, khoá thông minh

Điều hoà 3 vùng, túi khí, Cam hành trình

Phanh tay điện tử, đèn lét báo rẽ

Xe miễn bàn về chất đảm bảo về chất lượng

============ ===========

✍ Auto Anh Tuấn Cam kết

Cam kết bằng văn bản, 

an ninh tốt, ko cầm cố, ko thế chấp

Máy móc nguyên bản, thân vỏ chưa tai nạn

Xe cửa hàng bán ra cam kết lỗi hoàn đủ tiền

Bảo hành 12 tháng kể từ ngày bàn giao

Bao test hãng hoặc kiểm tra tại gara quý khách chỉ định",568000000,2022,50000,"Số 1 Sa Đôi (Gần UBND P. Đại Mỗ), Nam Từ Liêm Hà Nội 
														Website: autoanhtuan.bonbanh.com",active
4308,20.0,93.0,321.0,Hyundai Grand Starex 2.5 MT - 2017,"Dcar auto mới về xe 


 Hyundai Starex 2017 màu bạc 

- Xe 1 chủ sử dụng từ mới 

- Odo 15v km 

- Biển số hà nội ( bao rút hs ) 


Ac có nhu cầu vui lòng lh:

 : Dcar auto-Số 66 Vũ Quỳnh - Mễ Trì - Nam Từ Liêm - HN


 Cam kết bằng văn bản xe không đâm đụng ngập nước , động cơ và hộp số nguyên bản , an ninh pháp lý đảm bảo 


 Hỗ trợ thủ tục vay bank nhanh 

 Hỗ trợ thủ tục sang tên đổi chủ 

 Hỗ trợ Bao check/test theo ý muốn",580000000,2017,156789,"Số 66 Vũ Quỳnh - Mễ trì - Nam Từ liêm Hà Nội 
														Website: dcarauto.bonbanh.com",active
4309,47.0,268.0,1054.0,Toyota Corolla altis 1.8G - 2022,"Altis 1.8G s× 2022 Nhâp khäu Thai Lan

-Màu : đen nội thất kem

-Biển số : Hà Nội

-ODO: 4v, full lich su hãng

-Pháp ly: Xe cá nhân 1 chủ HN

Sơ cua chưa hạ

Xem xe Master Car 393 Nguyễn xiển

Thanh Xuân HN",639000000,2022,40000,"393A Nguyễn Xiển, Thanh Xuân (đối diện trụ cầu VĐ3 T144) Hà Nội 
														Website: mastercar.bonbanh.com",active
4310,29.0,164.0,683.0,Mazda CX3 Deluxe 1.5 AT - 2021,"Tuấn Mỳ Auto bán xe Mazda CX3 1.5 AT deluxe sản xuất 2021 nhập khẩu nguyên chiếc tại Thái Lan, odo cam kết zin bao test hãng 30.000km.

Xe trang bị option cao cấp như: màn hình 8inch và dàn âm thanh 6 loa, vô lăng tích hợp những chức năng hỗ trợ lái xe, phanh tay điện tử, bên cạnh đó vẫn có những chức năng cơ bản - cam lùi, cảm biến lùi, chìa khóa và đề nổ thông minh, khóa cửa thông minh...

Quý khách quan tâm liên hệ trực tiếp để có thông tin tốt nhất.",535000000,2021,30000,"90 Nguyễn Văn Cừ - Long Biên Hà Nội 
														Website: tuanmyauto.bonbanh.com",active
4311,47.0,290.0,1161.0,Toyota Veloz Cross 1.5 CVT - 2022,"Toyota Veloz cross CVT 1.5AT nhập khẩu

SX 2022 Tên cá nhân 1 chủ mua từ mới

Odo hơn 4V vạn km, lốp theo xe còn đẹp

chủ đi giữ zin rất mới sơn zìn 95%

Cam kết km chuẩn ko tua, full lịch sử hãng

Bản full: màn hình camera, khoá thông minh

Điều hoà 3 vùng, túi khí, Cam hành trình

Phanh tay điện tử, đèn lét báo rẽ

Xe miễn bàn về chất đảm bảo về chất lượng

============ ===========

✍ Auto Anh Tuấn Cam kết

Cam kết bằng văn bản, 

an ninh tốt, ko cầm cố, ko thế chấp

Máy móc nguyên bản, thân vỏ chưa tai nạn

Xe cửa hàng bán ra cam kết lỗi hoàn đủ tiền

Bảo hành 12 tháng kể từ ngày bàn giao

Bao test hãng hoặc kiểm tra tại gara quý khách chỉ định",569000000,2022,40000,"Số 1 Sa Đôi (Gần UBND P. Đại Mỗ), Nam Từ Liêm Hà Nội 
														Website: autoanhtuan.bonbanh.com",active
4312,9.0,41.0,115.0,Chevrolet Captiva Revv LTZ 2.4 AT - 2018,"chevrolet Captiva LTZ 2.4 STĐ

SX 2018 xe đi ít Tư nhân 1 chủ mua từ mới

full: Cửa nóc, màn hình, khoá thông minh

Ghế điện, túi khí, ghế da xịn theo xe

Xe miễn bàn về chất mới xuất sắc

Bác nào yêu cái đẹp và yêu dòng xe này

Alo e nhé được cái xe bác chủ bảo dưỡng đều

============ ===========

 Auto Anh Tuấn Cam kết

Cam kết bằng văn bản, 

an ninh tốt, ko cầm cố, ko thế chấp

Máy móc nguyên bản, thân vỏ chưa tai nạn

Xe cửa hàng bán ra cam kết lỗi hoàn đủ tiền

Bảo hành 12 tháng kể từ ngày bàn giao

Bao test hãng hoặc kiểm tra tại gara quý khách chỉ định",468000000,2018,90000,"Số 1 Sa Đôi (Gần UBND P. Đại Mỗ), Nam Từ Liêm Hà Nội 
														Website: autoanhtuan.bonbanh.com",active
4313,15.0,62.0,194.0,Ford Mondeo 2.3 AT - 2012,"Ford Mondeo 2.3AT SX 2012 Biển HN

Odo 9 vạn xịn Sai tặng xe, tư nhân chính chủ

Xe bảo dưỡng định kỳ, full lịch sử hãng

Bản full: cửa nóc, ghế điện, cam lùi,

Màn hình, điều hoà auto, vô lăng tích hợp

Xe miễn bàn về chất, còn rất mới ạ

Bác nào yêu cái đẹp thì nhanh tay alo nhé

============⚜️⚜️⚜️===========

✍ Auto Anh Tuấn Cam kết

Cam kết bằng văn bản, 

Đảm bảo an ninh tốt, ko cầm cố ko chanh chấp

Máy nguyên bản, thân vỏ ko tai nạn, ngập nước

Xe cửa hàng bán ra cam kết lỗi hoàn đủ tiền

Bảo hành 6 thang tại auto anh tuấn

Bao test hãng hoặc kiểm tra tại gara quý khách chỉ định",265000000,2012,90000,"Số 1 Sa Đôi (Gần UBND P. Đại Mỗ), Nam Từ Liêm Hà Nội 
														Website: autoanhtuan.bonbanh.com",active
4314,24.0,132.0,541.0,Kia Soluto 1.4 MT Deluxe - 2022,"Auto Anh Tuấn

Mua bán oto đã qua sử dụng( có bảo hành)

Hộ trợ trả góp 65 % đến 70% giá trị xe

 Mới về: Kia Soluto 1.4MT bản đủ

 SX cuối 2022 tư nhân 1 chủ từ mới

 Odo hơn 3 vạn mới xuất sắc

============ ===========

✍ Auto Anh Tuấn Cam kết

Cam kết bằng văn bản, 

an ninh tốt, ko cầm cố, ko thế chấp

Máy móc nguyên bản, thân vỏ chưa tai nạn

Xe cửa hàng bán ra cam kết lỗi hoàn đủ tiền

Bảo hành 12 tháng kể từ ngày bàn giao

Bao test hãng hoặc kiểm tra tại gara quý khách chỉ định",320000000,2022,35000,"Số 1 Sa Đôi (Gần UBND P. Đại Mỗ), Nam Từ Liêm Hà Nội 
														Website: autoanhtuan.bonbanh.com",active
4315,29.0,160.0,648.0,Mazda 3 1.5L Deluxe - 2022,"Mazda-3 SX 2022 deluxe

Odo 3 vạn zin, cam kết ko tua

Bảo dưỡng full lịch sử hãng

Tư nhân 1 chủ mua từ mới

Xe rất mới lốp theo xe dầy bịch

màn hình, camera, camera

cam hành trình, cam lùi

============ ===========

✍ Auto Anh Tuấn Cam kết

Cam kết bằng văn bản, 

an ninh tốt, ko cầm cố, ko thế chấp

Máy móc nguyên bản, thân vỏ chưa tai nạn

Xe cửa hàng bán ra cam kết lỗi hoàn đủ tiền

Bảo hành 12 tháng kể từ ngày bàn giao

Bao test hãng hoặc kiểm tra tại gara quý khách chỉ định",540000000,2022,30000,"Số 1 Sa Đôi (Gần UBND P. Đại Mỗ), Nam Từ Liêm Hà Nội 
														Website: autoanhtuan.bonbanh.com",active
4316,47.0,284.0,1147.0,Toyota Rush 1.5S AT - 2021,"Toyota Rush sản xuất 2021 một chủ từ đầu siêu cọp: 

 Pháp lý : cá nhân, biển số tỉnh

 Odo : 10.000km full lịch sử bảo dưỡng hãng

 Nguyên dàn vỏ zin theo xe, bánh sơ cua chưa chạm đất, nội thất như mới.

 Xe được trang bị full option đồ chơi : DVD android , dán phim cách nhiệt, lót sàn, camera hành trình ...

Cam kết :

✓Xe ko đâm đụng hay ngập nước

✓Động cơ, hộp số nguyên bản

✓KM chuẩn theo xe

✓Hồ sơ pháp lý an toàn , minh bạch, sang tên nhanh gọn .

Bao kiểm tra & test hãng trên toàn quốc",550000000,2021,10000,"52 Lương Định Của, P An Khánh, Thủ Đức (Q.2) TP HCM",active
4317,33.0,198.0,845.0,Mitsubishi Outlander 2.4 CVT Premium - 2019,"Mitsubishi Outlander 2.4 Prenium SX 2019

tên cá nhân 1 chủ sử dụng, xe 7 chỗ ngồi

Odo 8V mới xuất sắc, bảo dương. Định kỳ

bản full: 2 Cầu, cửa nóc, điều hoà auto

khoá thông minh, cốp điện, phanh tay điện tử

Màn hình, camera, cam 360, ghế điện 2 bên

============ ===========

✍ Auto Anh Tuấn Cam kết

Cam kết bằng văn bản, 

an ninh tốt, ko cầm cố, ko thế chấp

Máy móc nguyên bản, thân vỏ chưa tai nạn

Xe cửa hàng bán ra cam kết lỗi hoàn đủ tiền

Bảo hành 12 tháng kể từ ngày bàn giao

Bao test hãng hoặc kiểm tra tại gara quý khách chỉ định",650000000,2019,80000,"Số 1 Sa Đôi (Gần UBND P. Đại Mỗ), Nam Từ Liêm Hà Nội 
														Website: autoanhtuan.bonbanh.com",active
4318,47.0,284.0,1147.0,Toyota Rush 1.5S AT - 2020,"- Toyota Rush 1.5AT xe cá nhân 1 chủ, góc Q1 HCM

 Sản xuất: 12/2020

 Hộp số: Số tự động 

 Màu: Nâu đỏ

 ODO: 28.900km

 Cam kết không đâm đụng, không ngập nước, không tua đồng hồ.

 ---",515000000,2020,28900,"52 Lương Định Của, P An Khánh, Thủ Đức (Q.2) TP HCM",active
4319,20.0,94.0,329.0,Hyundai i10 1.2 MT TC - 2021,"Salon ô tô Quang Dũng mới về:

Hyundai I10 MT sản xuất 2021 đăng ký 2022 trắng Ngọc trinh đẹp lung linh.

Đã qua kiểm tra tất cả các hạng mục:

Cam kết:

Không đâm đụng.

Không ngập nước.

Không phạt nguội.

Thủ tục sang tên nhanh gọn và thuận tiện.

Hỗ trợ trả góp lên đến 70%.

Giao xe khắp mọi miền đất nước.

Quý khách có nhu cầu xin vui lòng liên hệ trực tiếp với cửa hàng.

Xin chân thành cảm ơn.",310000000,2021,35121,"Khu 8, xã Phù Ninh, Phù Ninh Phú Thọ 
														Website: autoquangdung.bonbanh.com",active
4320,29.0,160.0,650.0,Mazda 3 1.5L Premium - 2022,"Mazda 3 1.5 Premium 2022

1 chủ từ đầu 4,8 vạn km

bản full option: Hud kính, cửa sổ trời, cảm biến điểm mù, phanh khẩn cấp,...

Cam kết chất lượng văn bản

Hỗ trợ trả góp toàn quốc",598000000,2022,48000,"Biệt thự i01 - L01 An Phú Shop Villa, khu đô thị Dương Nội, phường Dương Nội, Quận Hà Đông, Thành Phố Hà Nội Hà Nội 
														Website: phuhungauto.bonbanh.com",active
4321,19.0,78.0,260.0,Honda CRV 2.0 AT - 2015,"bán Honda CR-V 2.0 sản xuất 2015. Odo cam kết check hãng toàn quốc 10 vạn km

Xe trang bị opton theo xe: động cơ 2.0 hiệu năng cao và tiết kiệm nhiên liệu, hình cảm ứng android, ghế da cao cấp, sử dụng phanh đĩa, tích hợp chống bó cứng phanh ABS, ...........

Quý khách quan tâm liên hệ trực tiếp để có thông tin tốt nhất.",495000000,2015,100000,"31 Nguyễn Văn Cừ, Long Biên Hà Nội 
														Website: tuan-auto31.bonbanh.com",active
4322,30.0,176.0,768.0,Mercedes Benz GLC 300 4Matic - 2022,"Mercedes GLC 300 AMG 4Matic model 2022– Vẻ đẹp hoàn hảo. công nghệ đỉnh cao 

⚫️ ̀ Đ / nội thất đen 

 Lăn Bánh : 53.000 miles 



✓ Động cơ: 2.0L tăng áp, công suất 258 mã lực

✓ Xe thiết kế thể thao AMG, Đèn pha Multibeam LED

✓ Nội thất da cao cấp, màn hình giải trí MBUX, 13 Loa Burmester 


✓

- Xe ko tai nạn, thủy kích, số Km chuẩn

- Hỗ trợ vay Ngân hàng lãi suất ưu đãi nhất

- Tặng kèm gói bảo dưỡng",1659000000,2022,84800,58 phan khiêm ích TP HCM,active
4323,30.0,169.0,726.0,Mercedes Benz C class C300 AMG - 2020,"Mercedes C300AMG Model 2020 - Sang Trọng - Thể Thao - Giá Tốt 

 Màu Đỏ /Nội Thất Đen 

 Lăn Bánh : 28.000 Miles 

( liên hệ em để có giá tốt nhất ) 


- Xe ko tai nạn, thủy kích, số Km chuẩn

- Hỗ trợ vay Ngân hàng lãi suất ưu đãi nhất

- Tặng kèm gói bảo dưỡng và phụ kiện cao cấp

 --",1049000000,2020,44000,58 phan khiêm ích TP HCM,active
4324,30.0,172.0,738.0,Mercedes Benz E class E200 Exclusive - 2023,"E200 Exclusive V1 model 2023. 

odo 27.000 km.

- Xe cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc.			

- Hỗ trợ sang tên đổi chủ, thủ tục giấy tờ pháp lý rõ ràng.			

- Chế độ bảo hành hậu mãi, chăm sóc xe miễn phí sau khi mua xe			


Liên hệ để biết thêm thông tin xe",1799000000,2023,27000,58 phan khiêm ích TP HCM,active
4325,24.0,134.0,550.0,Kia Sorento DATH - 2018,"Kia Sorento DATH 2018 full dầu màu trắng. Xe 1 chủ từ mới đki T12/18. Odo 10 vạn km zin. Xe đẹp xuất sắc. Máy móc nguyên bản, ko thuỷ kích ngập nước!

- Hỗ trợ bank 50% giá trị xe.

Bên em cam kết xe máy móc nguyên bản ko ngập nước thuỷ kích. Odo zin 100% ko tua gạt. Sai cam kết bên em hoàn trả tiền cho khách hàng.",620000000,2018,0,"Số 5 Nguyễn Khánh Toàn, P. Quan Hoa, Q. Cầu Giấy Hà Nội 
														Website: auto6666.bonbanh.com",active
4326,30.0,176.0,768.0,Mercedes Benz GLC 300 4Matic - 2020,"MERCEDES GLC 300 4MATIC MODEL 2020 MỘT CHỦ TỪ MỚI.

- Lăn bánh: 43.000 m

- Cam kết văn bản xe không đâm đụng, không thủy kích, không tua đồng hồ.

- Hỗ trợ vay ngân hàng 70%, hỗ trợ chứng minh thu nhập.

- Bao check hãng hoặc gara bất kỳ, giao xe toàn quốc.

- Hỗ trợ các thủ tục pháp lý, rút gốc, sang tên xe.

- Nhận ký gửi, trao đổi, mua bán ô tô trên toàn quốc.

- ACE hỗ trợ cùng bán phụ, gửi phí cao cho ACE cả mua và bán!",1360000000,2020,43000,Quận 7 TP HCM,active
4327,33.0,198.0,842.0,Mitsubishi Outlander 2.0 CVT - 2022,"Sàn ô tô Hà Nội bán MITSUBISHI OUTLANDER 2.0AT sản xuất và đăng ký 2022 . Xe tư nhân chính chủ một chủ từ đầu đi ít. Nội thất được trang bị: rửa đèn pha, phanh tay điện tử, cốp điện, chìa khóa thông minh start/stop , 5 lốp zin theo xe ,màn hình androi, camera lùi, tích hợp vô lăng , điều hòa tự động , ghế da cao cấp , chìa khóa lốp sơ cua chưa hạ , đèn bi xenon ,đèn led , la zang phay, gầm cao 7 chỗ ...cùng rất nhiều tiện ích khác. Cam kết xe không đâm đụng, ngập nước. Hỗ trợ thủ tục sang tên vay vốn ngân hàng nhanh gọn lên đến 70% giá trị xe",725000000,2022,0,"19 Lê Văn Lương (chân cầu vượt Lê Văn Lương - Láng Hạ), Cầu Giấy Hà Nội 
														Website: sanotohanoi.bonbanh.com",active
